日期,WTI,布伦特,迪拜,阿曼,塔皮斯,米纳斯,杜里,辛塔,大庆,胜利,欧佩克,ESPO
78.83,72.47,78.47,78.83,78.83,78.47,78.47,78.83,78.83,78.83,78.83,78.47,73.74
78.68,71.43,78.03,78.68,78.68,78.03,78.03,78.68,78.68,78.68,78.68,78.03,71.75
77.00,71.58,76.77,77.00,77.00,76.77,76.77,77.00,77.00,77.00,77.00,76.77,72.02
74.76,69.47,73.91,74.76,74.76,73.91,73.91,74.76,74.76,74.76,74.76,73.91,69.15
77.99,68.61,77.06,77.99,77.99,77.06,77.06,77.99,77.99,77.99,77.99,77.06,69.46
77.92,71.32,77.98,77.92,77.92,77.98,77.98,77.92,77.92,77.92,77.92,77.98,71.98
77.30,71.23,77.47,77.30,77.30,77.47,77.47,77.30,77.30,77.30,77.30,77.47,72.26
76.41,69.34,78.31,76.41,76.41,78.31,78.31,76.41,76.41,76.41,76.41,78.31,70.70
78.98,69.38,78.31,78.98,78.98,78.31,78.31,78.98,78.98,78.98,78.98,78.31,71.00
80.38,72.32,80.01,80.38,80.38,80.01,80.01,80.38,80.38,80.38,80.38,80.01,74.09
79.88,73.04,79.69,79.88,79.88,79.69,79.69,79.88,79.88,79.88,79.88,79.69,74.18
82.01,74.07,82.59,82.01,82.01,82.59,82.59,82.01,82.01,82.01,82.01,82.59,77.75
84.97,75.96,85.00,84.97,84.97,85.00,85.00,84.97,84.97,84.97,84.97,85.00,77.25
82.90,77.86,83.89,82.90,82.90,83.89,83.89,82.90,82.90,82.90,82.90,83.89,78.22
81.68,76.41,83.40,81.68,81.68,83.40,83.40,81.68,81.68,81.68,81.68,83.40,78.34
81.25,74.86,82.75,81.25,81.25,82.75,82.75,81.25,81.25,81.25,81.25,82.75,76.80
82.85,76.79,84.16,82.85,82.85,84.16,84.16,82.85,82.85,82.85,82.85,84.16,78.60
82.50,-,83.78,82.50,82.50,83.78,83.78,82.50,82.50,82.50,82.50,83.78,-
84.23,76.79,84.46,84.23,84.23,84.46,84.46,84.23,84.23,84.23,84.23,84.46,75.92
83.71,77.46,84.75,83.71,83.71,84.75,84.75,83.71,83.71,83.71,83.71,84.75,78.49
82.96,77.60,84.44,82.96,82.96,84.44,84.44,82.96,82.96,82.96,82.96,84.44,79.38
79.47,75.89,81.08,79.47,79.47,81.08,81.08,79.47,79.47,79.47,79.47,81.08,76.49
82.10,72.90,82.22,82.10,82.10,82.22,82.22,82.10,82.10,82.10,82.10,82.22,74.96
83.74,76.66,84.86,83.74,83.74,84.86,84.86,83.74,83.74,83.74,83.74,84.86,78.30
83.66,78.26,85.47,83.66,83.66,85.47,85.47,83.66,83.66,83.66,83.66,85.47,79.73
-,78.26,84.08,-,-,84.08,84.08,-,-,-,-,84.08,78.45
81.61,77.17,83.71,81.61,81.61,83.71,83.71,81.61,81.61,81.61,81.61,83.71,77.52
81.29,75.74,83.22,81.29,81.29,83.22,83.22,81.29,81.29,81.29,81.29,83.22,76.55
82.73,75.33,84.27,82.73,82.73,84.27,84.27,82.73,82.73,82.73,82.73,84.27,76.51
84.86,77.37,86.50,84.86,84.86,86.50,86.50,84.86,84.86,84.86,84.86,86.50,78.29
85.95,80.82,88.86,85.95,85.95,88.86,88.86,85.95,85.95,85.95,85.95,88.86,81.57
86.24,80.51,89.80,86.24,86.24,89.80,89.80,86.24,86.24,86.24,86.24,89.80,81.01
85.18,82.46,89.04,85.18,85.18,89.04,89.04,85.18,85.18,85.18,85.18,89.04,81.64
84.63,80.44,88.56,84.63,84.63,88.56,88.56,84.63,84.63,84.63,84.63,88.56,81.66
87.01,81.02,91.10,87.01,87.01,91.10,91.10,87.01,87.01,87.01,87.01,91.10,81.94
87.80,82.31,91.10,87.80,87.80,91.10,91.10,87.80,87.80,87.80,87.80,91.10,82.24
88.57,85.54,91.60,88.57,88.57,91.60,91.60,88.57,88.57,88.57,88.57,91.60,82.90
88.24,83.21,91.68,88.24,88.24,91.68,91.68,88.24,88.24,88.24,88.24,91.68,83.62
87.14,86.09,-,87.14,87.14,-,-,87.14,87.14,87.14,87.14,-,83.51
88.62,84.44,91.29,88.62,88.62,91.29,91.29,88.62,88.62,88.62,88.62,91.29,83.31
90.91,86.39,94.29,90.91,90.91,94.29,94.29,90.91,90.91,90.91,90.91,94.29,86.47
91.65,88.75,95.72,91.65,91.65,95.72,95.72,91.65,91.65,91.65,91.65,95.72,88.32
89.37,89.37,93.63,89.37,89.37,93.63,93.63,89.37,89.37,89.37,89.37,93.63,86.90
90.24,88.32,94.46,90.24,90.24,94.46,94.46,90.24,90.24,90.24,90.24,94.46,86.78
88.41,86.66,92.65,88.41,88.41,92.65,92.65,88.41,88.41,88.41,88.41,92.65,84.74
88.94,86.66,93.23,88.94,88.94,93.23,93.23,88.94,88.94,88.94,88.94,93.23,85.26
86.90,87.69,91.62,86.90,86.90,91.62,91.62,86.90,86.90,86.90,86.90,91.62,84.33
85.50,82.91,89.43,85.50,85.50,89.43,89.43,85.50,85.50,85.50,85.50,89.43,81.50
86.53,83.49,89.89,86.53,86.53,89.89,89.89,86.53,86.53,86.53,86.53,89.89,80.66
86.66,85.97,90.78,86.66,86.66,90.78,90.78,86.66,86.66,86.66,86.66,90.78,82.21
85.40,86.38,89.99,85.40,85.40,89.99,89.99,85.40,85.40,85.40,85.40,89.99,82.24
83.43,82.79,87.30,83.43,83.43,87.30,87.30,83.43,83.43,83.43,83.43,87.30,79.23
84.93,82.31,88.51,84.93,84.93,88.51,88.51,84.93,84.93,84.93,84.93,88.51,79.37
89.12,84.22,92.35,89.12,89.12,92.35,92.35,89.12,89.12,89.12,89.12,92.35,82.43
89.62,89.23,93.56,89.62,89.62,93.56,93.56,89.62,89.62,89.62,89.62,93.56,85.60
92.01,88.82,94.99,92.01,92.01,94.99,94.99,92.01,92.01,92.01,92.01,94.99,85.13
94.90,90.79,96.35,94.90,94.90,96.35,96.35,94.90,94.90,94.90,94.90,96.35,88.64
96.89,91.71,97.48,96.89,96.89,97.48,97.48,96.89,96.89,96.89,96.89,97.48,89.60
95.65,93.68,97.08,95.65,95.65,97.08,97.08,95.65,95.65,95.65,95.65,97.08,90.12
93.46,90.39,95.31,93.46,93.46,95.31,95.31,93.46,93.46,93.46,93.46,95.31,87.75
94.83,90.68,95.31,94.83,94.83,95.31,95.31,94.83,94.83,94.83,94.83,95.31,87.01
94.92,91.13,95.73,94.92,94.92,95.73,95.73,94.92,94.92,94.92,94.92,95.73,87.68
93.76,90.43,95.01,93.76,93.76,95.01,95.01,93.76,93.76,93.76,93.76,95.01,88.31
94.71,90.28,95.82,94.71,94.71,95.82,95.82,94.71,94.71,94.71,94.71,95.82,88.32
95.90,91.20,97.00,95.90,95.90,97.00,97.00,95.90,95.90,95.90,95.90,97.00,88.83
95.54,91.48,96.93,95.54,95.54,96.93,96.93,95.54,95.54,95.54,95.54,96.93,88.63
95.81,90.77,96.87,95.81,95.81,96.87,96.87,95.81,95.81,95.81,95.81,96.87,88.33
94.31,90.16,95.70,94.31,94.31,95.70,95.70,94.31,94.31,94.31,94.31,95.70,88.12
94.29,88.52,94.09,94.29,94.29,94.09,94.09,94.29,94.29,94.29,94.29,94.09,86.65
92.93,88.84,94.09,92.93,92.93,94.09,94.09,92.93,92.93,92.93,92.93,94.09,86.66
92.39,87.29,93.12,92.39,92.39,93.12,93.12,92.39,92.39,92.39,92.39,93.12,85.04
91.69,87.51,92.84,91.69,91.69,92.84,92.84,91.69,91.69,91.69,91.69,92.84,85.29
91.95,86.87,92.97,91.95,91.95,92.97,92.97,91.95,91.95,91.95,91.95,92.97,84.89
91.13,87.54,92.30,91.13,91.13,92.30,92.30,91.13,91.13,91.13,91.13,92.30,84.61
90.02,86.69,91.44,90.02,90.02,91.44,91.44,90.02,90.02,90.02,90.02,91.44,84.87
90.06,-,91.27,90.06,90.06,91.27,91.27,90.06,90.06,90.06,90.06,91.27,83.07
-,85.55,89.65,-,-,89.65,89.65,-,-,-,-,89.65,82.21
87.79,83.64,88.44,87.79,87.79,88.44,88.44,87.79,87.79,87.79,87.79,88.44,81.26
87.54,81.63,87.76,87.54,87.54,87.76,87.76,87.54,87.54,87.54,87.54,87.76,79.90
86.59,81.26,87.09,86.59,86.59,87.09,87.09,86.59,86.59,86.59,86.59,87.09,79.34
86.87,80.18,87.10,86.87,86.87,87.10,87.10,86.87,86.87,86.87,86.87,87.10,-
86.26,80.53,86.89,86.26,86.26,86.89,86.89,86.26,86.26,86.26,86.26,86.89,78.54
85.13,79.75,85.71,85.13,85.13,85.71,85.71,85.13,85.13,85.13,85.13,85.71,77.56
85.65,79.77,85.84,85.65,85.65,85.84,85.84,85.65,85.65,85.65,85.65,85.84,76.96
86.03,80.45,86.51,86.03,86.03,86.51,86.51,86.03,86.03,86.03,86.03,86.51,77.63
86.76,80.82,87.58,86.76,86.76,87.58,87.58,86.76,86.76,86.76,86.76,87.58,78.37
84.86,81.33,86.46,84.86,84.86,86.46,86.46,84.86,84.86,84.86,84.86,86.46,77.49
84.22,80.48,86.17,84.22,84.22,86.17,86.17,84.22,84.22,84.22,84.22,86.17,77.66
84.89,79.47,86.96,84.89,84.89,86.96,86.96,84.89,84.89,84.89,84.89,86.96,77.61
85.35,81.08,87.82,85.35,85.35,87.82,87.82,85.35,85.35,85.35,85.35,87.82,77.70
85.74,82.51,88.97,85.74,85.74,88.97,88.97,85.74,85.74,85.74,85.74,88.97,79.31
85.88,83.19,88.97,85.88,85.88,88.97,88.97,85.88,85.88,85.88,85.88,88.97,79.87
86.93,82.89,89.75,86.93,86.93,89.75,89.75,86.93,86.93,86.93,86.93,89.75,80.13
84.87,84.45,88.20,84.87,84.87,88.20,88.20,84.87,84.87,84.87,84.87,88.20,80.13
84.87,83.00,87.61,84.87,84.87,87.61,87.61,84.87,84.87,84.87,84.87,87.61,78.42
85.47,81.94,88.25,85.47,85.47,88.25,88.25,85.47,85.47,85.47,85.47,88.25,78.89
84.99,82.82,-,84.99,84.99,-,-,84.99,84.99,84.99,84.99,-,79.30
82.27,81.55,85.47,82.27,82.27,85.47,85.47,82.27,82.27,82.27,82.27,85.47,78.17
84.69,79.56,86.66,84.69,84.69,86.66,86.66,84.69,84.69,84.69,84.69,86.66,76.79
84.53,81.43,86.60,84.53,84.53,86.60,86.60,84.53,84.53,84.53,84.53,86.60,78.07
84.25,81.88,86.45,84.25,84.25,86.45,86.45,84.25,84.25,84.25,84.25,86.45,78.97
83.43,80.67,85.37,83.43,83.43,85.37,85.37,83.43,83.43,83.43,83.43,85.37,77.22
82.97,80.09,84.88,82.97,82.97,84.88,84.88,82.97,82.97,82.97,82.97,84.88,77.05
82.41,78.84,84.82,82.41,82.41,84.82,84.82,82.41,82.41,82.41,82.41,84.82,76.67
82.12,79.98,84.64,82.12,82.12,84.64,84.64,82.12,82.12,82.12,82.12,84.64,76.20
80.41,78.93,83.19,80.41,80.41,83.19,83.19,80.41,80.41,80.41,80.41,83.19,75.40
79.62,77.21,81.99,79.62,79.62,81.99,81.99,79.62,79.62,79.62,79.62,81.99,73.29
79.29,75.71,81.28,79.29,79.29,81.28,81.28,79.29,79.29,79.29,79.29,81.28,71.93
79.25,75.44,81.46,79.25,79.25,81.46,81.46,79.25,79.25,79.25,79.25,81.46,72.75
78.16,75.82,80.33,78.16,78.16,80.33,80.33,78.16,78.16,78.16,78.16,80.33,71.90
78.17,74.23,80.05,78.17,78.17,80.05,80.05,78.17,78.17,78.17,78.17,80.05,71.20
80.37,75.51,82.06,80.37,80.37,82.06,82.06,80.37,80.37,80.37,80.37,82.06,72.03
79.78,76.89,81.53,79.78,79.78,81.53,81.53,79.78,79.78,79.78,79.78,81.53,72.31
78.71,75.81,80.63,78.71,78.71,80.63,80.63,78.71,78.71,78.71,78.71,80.63,71.50
77.69,74.83,79.67,77.69,77.69,79.67,79.67,77.69,77.69,77.69,77.69,79.67,70.83
77.19,73.07,79.09,77.19,77.19,79.09,79.09,77.19,77.19,77.19,77.19,79.09,70.14
76.12,73.86,78.43,76.12,76.12,78.43,78.43,76.12,76.12,76.12,76.12,78.43,69.45
76.26,71.80,77.56,76.26,76.26,77.56,77.56,76.26,76.26,76.26,76.26,77.56,67.30
75.06,71.79,76.60,75.06,75.06,76.60,76.60,75.06,75.06,75.06,75.06,76.60,68.19
74.72,-,76.18,74.72,74.72,76.18,76.18,74.72,74.72,74.72,74.72,76.18,67.28
74.74,-,76.12,74.74,74.74,76.12,76.12,74.74,74.74,74.74,74.74,76.12,67.05
74.83,70.71,76.14,74.83,74.83,76.14,76.14,74.83,74.83,74.83,74.83,76.14,67.37
-,69.93,74.34,-,-,74.34,74.34,-,-,-,-,74.34,64.95
73.13,69.56,74.38,73.13,73.13,74.38,74.38,73.13,73.13,73.13,73.13,74.38,65.28
74.62,67.70,74.65,74.62,74.62,74.65,74.65,74.62,74.62,74.62,74.62,74.65,64.82
73.76,69.44,74.65,73.76,73.76,74.65,74.65,73.76,73.76,73.76,73.76,74.65,65.07
73.34,68.86,74.14,73.34,73.34,74.14,74.14,73.34,73.34,73.34,73.34,74.14,64.40
76.82,69.21,76.83,76.82,76.82,76.83,76.83,76.82,76.82,76.82,76.82,76.83,64.76
75.84,72.28,77.24,75.84,75.84,77.24,77.24,75.84,75.84,75.84,75.84,77.24,67.58
76.44,70.50,76.85,76.44,76.44,76.85,76.85,76.44,76.44,76.44,76.44,76.85,65.65
76.14,-,76.45,76.14,76.14,76.45,76.45,76.14,76.14,76.14,76.14,76.45,66.64
75.61,71.84,75.89,75.61,75.61,75.89,75.89,75.61,75.61,75.61,75.61,75.89,66.25
73.56,70.70,74.20,73.56,73.56,74.20,74.20,73.56,73.56,73.56,73.56,74.20,65.15
74.95,68.35,74.84,74.95,74.95,74.84,74.84,74.95,74.95,74.95,74.95,74.84,64.04
72.43,69.50,73.06,72.43,72.43,73.06,73.06,72.43,72.43,72.43,72.43,73.06,64.00
73.02,67.21,72.96,73.02,73.02,72.96,72.96,73.02,73.02,73.02,73.02,72.96,62.32
75.61,70.17,75.86,75.61,75.61,75.86,75.86,75.61,75.61,75.61,75.61,75.86,65.80
76.56,71.29,76.55,76.56,76.56,76.55,76.55,76.56,76.56,76.56,76.56,76.55,66.09
75.45,72.53,75.47,75.45,75.45,75.47,75.47,75.45,75.45,75.45,75.45,75.47,67.14
74.67,71.78,75.47,74.67,74.67,75.47,75.47,74.67,74.67,74.67,74.67,75.47,65.86
77.06,72.24,77.09,77.06,77.06,77.09,77.09,77.06,77.06,77.06,77.06,77.09,66.73
-,71.74,73.35,-,-,73.35,73.35,-,-,-,-,73.35,64.70
72.60,70.13,72.79,72.60,72.60,72.79,72.79,72.60,72.60,72.60,72.60,72.79,63.47
73.33,68.18,73.07,73.33,73.33,73.07,73.07,73.33,73.33,73.33,73.33,73.07,62.31
75.78,69.55,75.19,75.78,75.78,75.19,75.19,75.78,75.78,75.78,75.78,75.19,63.64
76.99,-,76.88,76.99,76.99,76.88,76.88,76.99,76.99,76.99,76.99,76.88,-
75.97,72.67,76.94,75.97,75.97,76.94,76.94,75.97,75.97,75.97,75.97,76.94,66.41
77.29,71.53,76.94,77.29,77.29,76.94,76.94,77.29,77.29,77.29,77.29,76.94,65.66
77.03,74.22,77.49,77.03,77.03,77.49,77.49,77.03,77.03,77.03,77.03,77.49,67.54
75.40,72.81,75.96,75.40,75.40,75.96,75.96,75.40,75.40,75.40,75.40,75.96,66.52
74.81,71.99,75.24,74.81,74.81,75.24,75.24,74.81,74.81,74.81,74.81,75.24,65.14
75.76,71.55,75.71,75.76,75.76,75.71,75.71,75.76,75.76,75.76,75.76,75.71,65.24
76.30,71.91,76.06,76.30,76.30,76.06,76.06,76.30,76.30,76.30,76.30,76.06,65.59
73.98,72.91,75.22,73.98,73.98,75.22,75.22,73.98,73.98,73.98,73.98,75.22,65.62
74.82,70.92,75.22,74.82,74.82,75.22,75.22,74.82,74.82,74.82,74.82,75.22,64.54
73.73,71.11,74.45,73.73,73.73,74.45,74.45,73.73,73.73,73.73,73.73,74.45,64.54
73.86,70.04,74.45,73.86,73.86,74.45,74.45,73.86,73.86,73.86,73.86,74.45,64.06
76.30,70.87,76.69,76.30,76.30,76.69,76.69,76.30,76.30,76.30,76.30,76.69,65.12
75.73,72.56,76.60,75.73,75.73,76.60,76.60,75.73,75.73,75.73,75.73,76.60,66.40
75.46,73.77,76.31,75.46,75.46,76.31,76.31,75.46,75.46,75.46,75.46,76.31,64.77
75.67,73.16,76.54,75.67,75.67,76.54,76.54,75.67,75.67,75.67,75.67,76.54,-
72.74,71.34,74.27,72.74,72.74,74.27,74.27,72.74,72.74,72.74,72.74,74.27,64.45
72.53,68.62,73.26,72.53,72.53,73.26,73.26,72.53,72.53,72.53,72.53,73.26,62.13
73.56,68.60,73.75,73.56,73.56,73.75,73.75,73.56,73.56,73.56,73.56,73.75,61.40
78.36,71.66,78.55,78.36,78.36,78.55,78.55,78.36,78.36,78.36,78.36,78.55,65.09
-,75.75,80.03,-,-,80.03,80.03,-,-,-,-,80.03,-
78.35,76.85,78.40,78.35,78.35,78.40,78.40,78.35,78.35,78.35,78.35,78.40,70.18
77.81,74.83,78.40,77.81,77.81,78.40,78.40,77.81,77.81,77.81,77.81,78.40,68.23
80.40,74.30,81.12,80.40,80.40,81.12,81.12,80.40,80.40,80.40,80.40,81.12,69.73
82.37,77.06,82.95,82.37,82.37,82.95,82.95,82.37,82.37,82.37,82.37,82.95,70.18
80.65,78.75,82.30,80.65,80.65,82.30,82.30,80.65,80.65,80.65,80.65,82.30,71.85
80.35,77.81,84.41,80.35,80.35,84.41,84.41,80.35,80.35,80.35,80.35,84.41,71.00
81.25,77.29,84.41,81.25,81.25,84.41,84.41,81.25,81.25,81.25,81.25,84.41,70.33
82.92,79.16,84.41,82.92,82.92,84.41,84.41,82.92,82.92,82.92,82.92,84.41,73.03
84.05,80.86,85.51,84.05,84.05,85.51,85.51,84.05,84.05,84.05,84.05,85.51,74.47
85.12,80.83,86.43,85.12,85.12,86.43,86.43,85.12,85.12,85.12,85.12,86.43,74.32
85.28,82.52,86.80,85.28,85.28,86.80,86.80,85.28,85.28,85.28,85.28,86.80,75.61
86.20,82.16,87.77,86.20,86.20,87.77,87.77,86.20,86.20,86.20,86.20,87.77,76.28
84.63,83.26,86.64,84.63,84.63,86.64,86.64,84.63,84.63,84.63,84.63,86.64,76.20
84.00,81.53,85.41,84.00,84.00,85.41,85.41,84.00,84.00,84.00,84.00,85.41,74.31
84.11,79.74,85.50,84.11,84.11,85.50,85.50,84.11,84.11,84.11,84.11,85.50,-
84.02,80.70,-,84.02,84.02,-,-,84.02,84.02,84.02,84.02,-,74.20
84.50,80.61,85.49,84.50,84.50,85.49,85.49,84.50,84.50,84.50,84.50,85.49,73.68
84.54,80.71,85.50,84.54,84.54,85.50,85.50,84.54,84.54,84.54,84.54,85.50,73.37
83.18,80.42,84.84,83.18,83.18,84.84,84.84,83.18,83.18,83.18,83.18,84.84,73.59
77.59,75.67,78.12,77.59,77.59,78.12,78.12,77.59,77.59,77.59,77.59,78.12,68.83
77.49,74.37,77.53,77.49,77.49,77.53,77.53,77.49,77.49,77.49,77.49,77.53,67.81
77.73,72.97,77.72,77.73,77.73,77.72,77.72,77.73,77.73,77.73,77.73,77.72,67.59
77.45,73.20,77.63,77.45,77.45,77.63,77.63,77.45,77.45,77.45,77.45,77.63,67.38
74.55,72.81,75.01,74.55,74.55,75.01,75.01,74.55,74.55,74.55,74.55,75.01,65.17
74.70,69.36,74.60,74.70,74.70,74.60,74.60,74.70,74.70,74.70,74.70,74.60,63.02
75.52,69.96,75.88,75.52,75.52,75.88,75.88,75.52,75.52,75.52,75.52,75.88,65.39
74.23,70.80,74.75,74.23,74.23,74.75,74.75,74.23,74.23,74.23,74.23,74.75,64.90
73.50,69.33,73.96,73.50,73.50,73.96,73.96,73.50,73.50,73.50,73.50,73.96,63.12
69.92,67.64,70.77,69.92,69.92,70.77,70.77,69.92,69.92,69.92,69.92,70.77,61.33
74.55,66.74,74.11,74.55,74.55,74.11,74.11,74.55,74.55,74.55,74.55,74.11,62.32
73.45,68.35,73.75,73.45,73.45,73.75,73.75,73.45,73.45,73.45,73.45,73.75,62.82
77.52,67.61,76.22,77.52,77.52,76.22,76.22,77.52,77.52,77.52,77.52,76.22,61.16
78.64,71.33,78.92,78.64,78.64,78.92,78.92,78.64,78.64,78.64,78.64,78.92,67.84
81.84,74.80,81.88,81.84,81.84,81.88,81.88,81.84,81.84,81.84,81.84,81.88,70.28
83.77,79.68,-,83.77,83.77,-,-,83.77,83.77,83.77,83.77,-,73.40
83.14,78.16,83.20,83.14,83.14,83.20,83.20,83.14,83.14,83.14,83.14,83.20,73.01
83.13,77.69,82.57,83.13,83.13,82.57,82.57,83.13,83.13,83.13,83.13,82.57,71.26
81.95,77.05,81.91,81.95,81.95,81.91,81.91,81.95,81.95,81.95,81.95,81.91,71.53
82.36,75.68,81.64,82.36,82.36,81.64,81.64,82.36,82.36,82.36,82.36,81.64,69.26
82.40,76.32,82.04,82.40,82.40,82.04,82.04,82.40,82.40,82.40,82.40,82.04,69.42
80.31,75.29,80.53,80.31,80.31,80.53,80.53,80.31,80.31,80.31,80.31,80.53,67.87
81.73,73.80,80.52,81.73,81.73,80.52,80.52,81.73,81.73,81.73,81.73,80.52,66.99
83.15,76.16,81.94,83.15,83.15,81.94,81.94,83.15,83.15,83.15,83.15,81.94,68.61
83.14,-,82.02,83.14,83.14,82.02,82.02,83.14,83.14,83.14,83.14,82.02,69.33
83.22,76.34,81.73,83.22,83.22,81.73,81.73,83.22,83.22,83.22,83.22,81.73,68.64
85.18,78.49,83.76,85.18,85.18,83.76,83.76,85.18,85.18,85.18,85.18,83.76,70.80
84.17,78.59,82.95,84.17,84.17,82.95,82.95,84.17,84.17,84.17,84.17,82.95,69.54
85.74,79.06,84.37,85.74,85.74,84.37,84.37,85.74,85.74,85.74,85.74,84.37,70.46
85.24,80.14,84.23,85.24,85.24,84.23,84.23,85.24,85.24,85.24,85.24,84.23,71.40
84.44,79.72,83.56,84.44,84.44,83.56,83.56,84.44,84.44,84.44,84.44,83.56,71.51
84.53,78.06,82.78,84.53,84.53,82.78,82.78,84.53,84.53,84.53,84.53,82.78,69.59
83.24,78.47,81.86,83.24,83.24,81.86,81.86,83.24,83.24,83.24,83.24,81.86,69.75
81.93,77.14,80.50,81.93,81.93,80.50,80.50,81.93,81.93,81.93,81.93,80.50,68.72
79.81,74.11,78.20,79.81,79.81,78.20,78.20,79.81,79.81,79.81,79.81,78.20,66.11
81.31,73.39,79.36,81.31,81.31,79.36,79.36,81.31,81.31,81.31,81.31,79.36,68.72
82.48,75.88,80.43,82.48,82.48,80.43,80.43,82.48,82.48,82.48,82.48,80.43,70.23
85.25,76.41,82.82,85.25,85.25,82.82,82.82,85.25,85.25,85.25,85.25,82.82,72.89
83.42,78.87,81.95,83.42,83.42,81.95,81.95,83.42,83.42,83.42,83.42,81.95,73.82
85.07,77.90,83.45,85.07,85.07,83.45,83.45,85.07,85.07,85.07,85.07,83.45,73.78
87.05,79.68,85.31,87.05,87.05,85.31,85.31,87.05,87.05,87.05,87.05,85.31,74.41
85.23,81.01,84.47,85.23,85.23,84.47,84.47,85.23,85.23,85.23,85.23,84.47,75.92
85.42,79.80,84.59,85.42,85.42,84.59,84.59,85.42,85.42,85.42,85.42,84.59,75.22
-,79.78,84.89,-,-,84.89,84.89,-,-,-,-,84.89,75.45
-,81.32,85.45,-,-,85.45,85.45,-,-,-,-,85.45,77.27
85.52,81.31,84.90,85.52,85.52,84.90,84.90,85.52,85.52,85.52,85.52,84.90,75.53
83.43,80.33,82.60,83.43,83.43,82.60,82.60,83.43,83.43,83.43,83.43,82.60,74.19
85.55,79.48,84.62,85.55,85.55,84.62,84.62,85.55,85.55,85.55,85.55,84.62,75.71
83.80,80.18,83.30,83.80,83.80,83.30,83.30,83.80,83.80,83.80,83.80,83.30,74.47
83.25,-,82.25,83.25,83.25,82.25,82.25,83.25,83.25,83.25,83.25,82.25,73.06
82.93,79.86,81.86,82.93,82.93,81.86,81.86,82.93,82.93,82.93,82.93,81.86,73.25
81.23,78.39,80.73,81.23,81.23,80.73,80.73,81.23,81.23,81.23,81.23,80.73,72.44
78.67,77.41,78.23,78.67,78.67,78.23,78.23,78.67,78.67,78.67,78.67,78.23,70.56
78.26,75.12,77.00,78.26,78.26,77.00,77.00,78.26,78.26,78.26,78.26,77.00,68.27
79.26,74.63,77.57,79.26,79.26,77.57,77.57,79.26,79.26,79.26,79.26,77.57,67.41
77.61,73.77,76.17,77.61,77.61,76.17,76.17,77.61,77.61,77.61,77.61,76.17,67.19
77.27,73.67,76.90,77.27,77.27,76.90,76.90,77.27,77.27,77.27,77.27,76.90,66.58
79.42,72.84,76.90,79.42,79.42,76.90,76.90,79.42,79.42,79.42,79.42,76.90,65.58
84.58,76.93,82.07,84.58,84.58,82.07,82.07,84.58,84.58,84.58,84.58,82.07,70.04
82.23,80.26,81.29,82.23,82.23,81.29,81.29,82.23,82.23,82.23,82.23,81.29,68.99
81.52,78.40,81.14,81.52,81.52,81.14,81.14,81.52,81.52,81.52,81.52,81.14,68.99
83.15,78.96,81.14,83.15,83.15,81.14,81.14,83.15,83.15,83.15,83.15,81.14,69.03
83.62,79.53,81.14,83.62,83.62,81.14,81.14,83.62,83.62,83.62,83.62,81.14,68.55
81.19,79.46,81.14,81.19,81.19,81.14,81.14,81.19,81.19,81.19,81.19,81.14,68.55
82.06,77.34,81.14,82.06,82.06,81.14,81.14,82.06,82.06,82.06,82.06,81.14,68.62
80.16,78.14,79.36,80.16,80.16,79.36,79.36,80.16,80.16,80.16,80.16,79.36,67.56
79.25,76.09,78.13,79.25,79.25,78.13,78.13,79.25,79.25,79.25,79.25,78.13,64.91
79.01,75.19,78.11,79.01,79.01,78.11,78.11,79.01,79.01,79.01,79.01,78.11,65.29
80.24,74.29,78.73,80.24,80.24,78.73,78.73,80.24,80.24,80.24,80.24,78.73,63.79
81.65,76.11,80.47,81.65,81.65,80.47,80.47,81.65,81.65,81.65,81.65,80.47,65.70
80.36,77.28,79.97,80.36,80.36,79.97,79.97,80.36,80.36,80.36,80.36,79.97,67.39
79.15,75.39,78.34,79.15,79.15,78.34,78.34,79.15,79.15,79.15,79.15,78.34,65.83
76.04,73.17,74.94,76.04,76.04,74.94,74.94,76.04,76.04,76.04,76.04,74.94,64.26
76.99,71.02,74.78,76.99,76.99,74.78,74.78,76.99,76.99,76.99,76.99,74.78,63.71
78.25,71.46,75.30,78.25,78.25,75.30,75.30,78.25,78.25,78.25,78.25,75.30,63.06
80.32,72.01,79.77,80.32,80.32,79.77,79.77,80.32,80.32,80.32,80.32,79.77,65.39
83.85,74.25,79.77,83.85,83.85,79.77,79.77,83.85,83.85,83.85,83.85,79.77,67.84
87.11,76.93,83.16,87.11,87.11,83.16,83.16,87.11,87.11,87.11,87.11,83.16,72.06
87.39,79.98,83.97,87.39,87.39,83.97,83.97,87.39,87.39,87.39,87.39,83.97,73.38
87.62,81.22,84.39,87.62,87.62,84.39,84.39,87.62,87.62,87.62,87.62,84.39,75.41
85.90,80.55,83.13,85.90,85.90,83.13,83.13,85.90,85.90,85.90,85.90,83.13,73.83
86.39,78.20,83.42,86.39,86.39,83.42,83.42,86.39,86.39,86.39,86.39,83.42,71.34
82.06,77.24,79.93,82.06,82.06,79.93,79.93,82.06,82.06,82.06,82.06,79.93,70.63
86.44,-,83.80,86.44,86.44,83.80,83.80,86.44,86.44,86.44,86.44,83.80,73.43
85.75,-,81.52,85.75,85.75,81.52,81.52,85.75,85.75,85.75,85.75,81.52,73.09
89.28,77.84,85.19,89.28,89.28,85.19,85.19,89.28,89.28,89.28,89.28,85.19,72.63
