日期,WTI,布伦特,迪拜,阿曼,塔皮斯,米纳斯,杜里,辛塔,大庆,胜利,欧佩克,ESPO
70.59,78.77,76.06,70.59,70.59,76.06,76.06,70.59,70.59,70.59,70.59,76.06,-
70.11,76.34,76.06,70.11,70.11,76.06,76.06,70.11,70.11,70.11,70.11,76.06,-
72.16,76.68,-,72.16,72.16,-,-,72.16,72.16,72.16,72.16,-,-
71.88,79.31,76.50,71.88,71.88,76.50,76.50,71.88,71.88,71.88,71.88,76.50,-
71.38,79.08,76.57,71.38,71.38,76.57,76.57,71.38,71.38,71.38,71.38,76.57,-
71.31,79.40,76.25,71.31,71.31,76.25,76.25,71.31,71.31,71.31,71.31,76.25,-
72.41,77.44,77.45,72.41,72.41,77.45,77.45,72.41,72.41,72.41,72.41,77.45,-
71.88,79.74,75.53,71.88,71.88,75.53,75.53,71.88,71.88,71.88,71.88,75.53,-
71.41,80.64,74.97,71.41,71.41,74.97,74.97,71.41,71.41,71.41,71.41,74.97,-
69.37,79.24,75.56,69.37,69.37,75.56,75.56,69.37,69.37,69.37,69.37,75.56,-
68.64,77.85,75.94,68.64,68.64,75.94,75.94,68.64,68.64,68.64,68.64,75.94,-
70.32,77.04,75.94,70.32,70.32,75.94,75.94,70.32,70.32,70.32,70.32,75.94,-
68.76,80.06,-,68.76,68.76,-,-,68.76,68.76,68.76,68.76,-,-
70.13,77.36,76.43,70.13,70.13,76.43,76.43,70.13,70.13,70.13,70.13,76.43,-
70.06,79.41,76.70,70.06,70.06,76.70,76.70,70.06,70.06,70.06,70.06,76.70,-
71.09,78.63,-,71.09,71.09,-,-,71.09,71.09,71.09,71.09,-,-
71.86,79.73,77.61,71.86,71.86,77.61,77.61,71.86,71.86,71.86,71.86,77.61,-
70.84,80.78,76.37,70.84,70.84,76.37,76.37,70.84,70.84,70.84,70.84,76.37,-
69.31,80.93,75.82,69.31,69.31,75.82,75.82,69.31,69.31,69.31,69.31,75.82,-
69.95,78.52,75.82,69.95,69.95,75.82,75.82,69.95,69.95,69.95,69.95,75.82,-
69.64,79.38,74.89,69.64,69.64,74.89,74.89,69.64,69.64,69.64,69.64,74.89,-
68.87,78.68,73.20,68.87,68.87,73.20,73.20,68.87,68.87,68.87,68.87,73.20,-
67.06,77.57,71.96,67.06,67.06,71.96,71.96,67.06,67.06,67.06,67.06,71.96,-
66.34,75.19,70.94,66.34,66.34,70.94,70.94,66.34,66.34,66.34,66.34,70.94,-
65.38,74.19,70.06,65.38,65.38,70.06,70.06,65.38,65.38,65.38,65.38,70.06,-
64.15,73.13,68.86,64.15,64.15,68.86,68.86,64.15,64.15,64.15,64.15,68.86,-
63.62,72.25,67.83,63.62,63.62,67.83,67.83,63.62,63.62,63.62,63.62,67.83,-
62.26,71.57,67.75,62.26,62.26,67.75,67.75,62.26,62.26,62.26,62.26,67.75,-
63.35,69.74,68.14,63.35,63.35,68.14,68.14,63.35,63.35,63.35,63.35,68.14,-
63.20,71.10,66.81,63.20,63.20,66.81,66.81,63.20,63.20,63.20,63.20,66.81,-
62.20,70.47,67.15,62.20,62.20,67.15,67.15,62.20,62.20,62.20,62.20,67.15,-
62.59,69.75,67.70,62.59,62.59,67.70,67.70,62.59,62.59,62.59,62.59,67.70,-
62.83,70.56,65.55,62.83,62.83,65.55,65.55,62.83,62.83,62.83,62.83,65.55,-
60.58,70.21,64.25,60.58,60.58,64.25,64.25,60.58,60.58,60.58,60.58,64.25,-
60.55,66.59,64.07,60.55,60.55,64.07,64.07,60.55,60.55,60.55,60.55,64.07,-
59.89,66.86,64.00,59.89,59.89,64.00,64.00,59.89,59.89,59.89,59.89,64.00,-
60.27,65.73,65.12,60.27,60.27,65.12,65.12,60.27,60.27,60.27,60.27,65.12,-
61.97,65.79,67.87,61.97,61.97,67.87,67.87,61.97,61.97,61.97,61.97,67.87,-
64.96,68.61,68.59,64.96,64.96,68.59,68.59,64.96,64.96,64.96,64.96,68.59,-
63.50,71.49,68.42,63.50,63.50,68.42,68.42,63.50,63.50,63.50,63.50,68.42,-
-,69.47,-,-,-,-,-,-,-,-,-,-,-
64.01,71.97,70.27,64.01,64.01,70.27,70.27,64.01,64.01,64.01,64.01,70.27,-
64.73,72.59,68.69,64.73,64.73,68.69,68.69,64.73,64.73,64.73,64.73,68.69,-
62.79,72.48,66.95,62.79,62.79,66.95,66.95,62.79,62.79,62.79,62.79,66.95,-
61.10,70.88,66.47,61.10,61.10,66.47,66.47,61.10,61.10,61.10,61.10,66.47,-
60.86,68.76,68.21,60.86,60.86,68.21,68.21,60.86,60.86,60.86,60.86,68.21,-
63.12,69.26,69.23,63.12,63.12,69.23,69.23,63.12,63.12,63.12,63.12,69.23,-
63.89,72.04,68.97,63.89,63.89,68.97,68.97,63.89,63.89,63.89,63.89,68.97,-
62.35,71.36,67.83,62.35,62.35,67.83,67.83,62.35,62.35,62.35,62.35,67.83,-
60.87,71.24,66.15,60.87,60.87,66.15,66.15,60.87,60.87,60.87,60.87,66.15,-
61.60,-,66.03,61.60,61.60,66.03,66.03,61.60,61.60,61.60,61.60,66.03,-
62.19,67.88,66.65,62.19,62.19,66.65,66.65,62.19,62.19,62.19,62.19,66.65,-
63.30,67.95,66.64,63.30,63.30,66.64,66.64,63.30,63.30,63.30,63.30,66.64,-
62.33,68.15,68.11,62.33,62.33,68.11,68.11,62.33,62.33,62.33,62.33,68.11,-
64.11,68.28,70.37,64.11,64.11,70.37,70.37,64.11,64.11,64.11,64.11,70.37,-
65.49,69.53,71.72,65.49,65.49,71.72,71.72,65.49,65.49,65.49,65.49,71.72,-
66.91,73.04,70.36,66.91,66.91,70.36,70.36,66.91,66.91,66.91,66.91,70.36,-
65.55,72.67,70.44,65.55,65.55,70.44,70.44,65.55,65.55,65.55,65.55,70.44,-
66.21,71.34,71.71,66.21,66.21,71.71,71.71,66.21,66.21,66.21,66.21,71.71,-
67.45,71.54,72.89,67.45,67.45,72.89,72.89,67.45,67.45,67.45,67.45,72.89,-
68.10,73.79,72.22,68.10,68.10,72.22,72.22,68.10,68.10,68.10,68.10,72.22,-
66.49,73.39,72.57,66.49,66.49,72.57,72.57,66.49,66.49,66.49,66.49,72.57,-
67.42,72.34,71.13,67.42,67.42,71.13,71.13,67.42,67.42,67.42,67.42,71.13,-
64.86,72.29,69.47,64.86,64.86,69.47,69.47,64.86,64.86,64.86,64.86,69.47,-
63.95,69.10,68.04,63.95,63.95,68.04,68.04,63.95,63.95,63.95,63.95,68.04,-
63.09,66.66,71.14,63.09,63.09,71.14,71.14,63.09,63.09,63.09,63.09,71.14,-
67.33,67.58,72.22,67.33,67.33,72.22,72.22,67.33,67.33,67.33,67.33,72.22,-
66.82,71.01,71.04,66.82,66.82,71.04,71.04,66.82,66.82,66.82,66.82,71.04,-
65.23,70.25,71.06,65.23,65.23,71.06,71.06,65.23,65.23,65.23,65.23,71.06,-
66.52,69.47,71.68,66.52,66.52,71.68,71.68,66.52,66.52,66.52,66.52,71.68,-
-,70.83,71.96,-,-,71.96,71.96,-,-,-,-,71.96,-
67.17,70.77,72.92,67.17,67.17,72.92,72.92,67.17,67.17,67.17,67.17,72.92,-
69.06,71.90,72.45,69.06,69.06,72.45,72.45,69.06,69.06,69.06,69.06,72.45,-
67.96,71.80,71.53,67.96,67.96,71.53,71.53,67.96,67.96,67.96,67.96,71.53,-
66.89,71.40,71.34,66.89,66.89,71.34,71.34,66.89,66.89,66.89,66.89,71.34,-
67.11,71.34,68.59,67.11,67.11,68.59,68.59,67.11,67.11,67.11,67.11,68.59,-
64.21,69.21,66.42,64.21,64.21,66.42,66.42,64.21,64.21,64.21,64.21,66.42,-
60.68,67.12,65.81,60.68,60.68,65.81,65.81,60.68,60.68,60.68,60.68,65.81,-
63.47,62.86,68.45,63.47,63.47,68.45,68.45,63.47,63.47,63.47,63.47,68.45,-
66.37,67.30,69.01,66.37,66.37,69.01,69.01,66.37,66.37,66.37,66.37,69.01,-
66.33,68.33,67.80,66.33,66.33,67.80,67.80,66.33,66.33,66.33,66.33,67.80,-
65.50,66.49,66.46,65.50,65.50,66.46,66.46,65.50,65.50,65.50,65.50,66.46,-
63.31,66.02,64.68,63.31,63.31,64.68,64.68,63.31,63.31,63.31,63.31,64.68,-
62.41,64.21,65.04,62.41,62.41,65.04,65.04,62.41,62.41,62.41,62.41,65.04,-
61.71,64.81,64.64,61.71,61.71,64.64,64.64,61.71,61.71,61.71,61.71,64.64,-
61.69,64.11,63.23,61.69,61.69,63.23,63.23,61.69,61.69,61.69,61.69,63.23,-
59.65,63.55,62.54,59.65,59.65,62.54,62.54,59.65,59.65,59.65,59.65,62.54,-
60.07,62.02,61.73,60.07,60.07,61.73,61.73,60.07,60.07,60.07,60.07,61.73,-
58.71,61.75,60.87,58.71,58.71,60.87,60.87,58.71,58.71,58.71,58.71,60.87,-
57.11,59.44,59.66,57.11,57.11,59.66,59.66,57.11,57.11,57.11,57.11,59.66,-
53.42,59.74,59.86,53.42,53.42,59.86,59.86,53.42,53.42,53.42,53.42,59.86,-
53.57,59.81,60.58,53.57,53.57,60.58,60.58,53.57,53.57,53.57,53.57,60.58,-
54.06,60.30,61.11,54.06,54.06,61.11,61.11,54.06,54.06,54.06,54.06,61.11,-
54.63,60.15,62.97,54.63,54.63,62.97,62.97,54.63,54.63,54.63,54.63,62.97,-
56.14,62.71,63.66,56.14,56.14,63.66,63.66,56.14,56.14,56.14,56.14,63.66,-
56.32,64.05,66.21,56.32,56.32,66.21,66.21,56.32,56.32,56.32,56.32,66.21,-
58.69,-,67.04,58.69,58.69,67.04,67.04,58.69,58.69,58.69,58.69,67.04,-
60.10,67.00,69.26,60.10,60.10,69.26,69.26,60.10,60.10,60.10,60.10,69.26,-
62.19,69.28,69.83,62.19,62.19,69.83,69.83,62.19,62.19,62.19,62.19,69.83,-
63.93,70.00,69.43,63.93,63.93,69.43,69.43,63.93,63.93,63.93,63.93,69.43,-
61.42,71.59,69.29,61.42,61.42,69.29,69.29,61.42,61.42,61.42,61.42,69.29,-
63.21,69.39,68.54,63.21,63.21,68.54,68.54,63.21,63.21,63.21,63.21,68.54,-
61.35,69.81,68.01,61.35,61.35,68.01,68.01,61.35,61.35,61.35,61.35,68.01,-
61.46,68.15,66.61,61.46,61.46,66.61,66.61,61.46,61.46,61.46,61.46,66.61,-
58.94,68.78,67.41,58.94,58.94,67.41,67.41,58.94,58.94,58.94,58.94,67.41,-
61.87,66.87,70.27,61.87,61.87,70.27,70.27,61.87,61.87,61.87,61.87,70.27,-
64.07,69.65,70.28,64.07,64.07,70.28,70.28,64.07,64.07,64.07,64.07,70.28,-
63.89,71.42,69.37,63.89,63.89,69.37,69.37,63.89,63.89,63.89,63.89,69.37,-
61.69,71.04,69.68,61.69,61.69,69.68,69.68,61.69,61.69,61.69,61.69,69.68,-
61.84,70.79,69.24,61.84,61.84,69.24,69.24,61.84,61.84,61.84,61.84,69.24,-
62.50,70.50,70.45,62.50,62.50,70.45,70.45,62.50,62.50,62.50,62.50,70.45,-
63.63,72.23,70.87,63.63,63.63,70.87,70.87,63.63,63.63,63.63,63.63,70.87,-
63.90,72.70,-,63.90,63.90,-,-,63.90,63.90,63.90,63.90,-,-
63.77,71.24,68.69,63.77,63.77,68.69,68.69,63.77,63.77,63.77,63.77,68.69,-
61.93,70.02,67.02,61.93,61.93,67.02,67.02,61.93,61.93,61.93,61.93,67.02,-
60.46,68.42,68.08,60.46,60.46,68.08,68.08,60.46,60.46,60.46,60.46,68.08,-
62.47,68.52,67.01,62.47,62.47,67.01,67.01,62.47,62.47,62.47,62.47,67.01,-
60.42,68.77,66.41,60.42,60.42,66.41,66.41,60.42,60.42,60.42,60.42,66.41,-
61.75,66.05,66.87,61.75,61.75,66.87,66.87,61.75,61.75,61.75,61.75,66.87,-
61.38,68.75,66.35,61.38,61.38,66.35,66.35,61.38,61.38,61.38,61.38,66.35,-
61.24,68.35,-,61.24,61.24,-,-,61.24,61.24,61.24,61.24,-,-
58.97,66.32,61.77,58.97,58.97,61.77,61.77,58.97,58.97,58.97,58.97,61.77,-
56.34,65.08,60.75,56.34,56.34,60.75,60.75,56.34,56.34,56.34,56.34,60.75,-
56.18,63.45,58.71,56.18,56.18,58.71,58.71,56.18,56.18,56.18,56.18,58.71,-
53.88,62.45,58.57,53.88,53.88,58.57,58.57,53.88,53.88,53.88,53.88,58.57,-
54.12,-,58.75,54.12,54.12,58.75,58.75,54.12,54.12,54.12,54.12,58.75,-
54.35,61.06,58.32,54.35,54.35,58.32,58.32,54.35,54.35,54.35,54.35,58.32,-
53.60,60.48,-,53.60,53.60,-,-,53.60,53.60,53.60,53.60,-,-
51.70,61.47,57.52,51.70,51.70,57.52,57.52,51.70,51.70,51.70,51.70,57.52,-
51.32,59.53,55.86,51.32,51.32,55.86,55.86,51.32,51.32,51.32,51.32,55.86,-
48.55,59.04,56.37,48.55,48.55,56.37,56.37,48.55,48.55,48.55,48.55,56.37,-
50.02,56.35,55.99,50.02,50.02,55.99,55.99,50.02,50.02,50.02,50.02,55.99,-
48.70,58.61,57.16,48.70,48.70,57.16,57.16,48.70,48.70,48.70,48.70,57.16,-
49.64,58.03,56.76,49.64,49.64,56.76,56.76,49.64,49.64,49.64,49.64,56.76,-
48.94,58.85,56.11,48.94,48.94,56.11,56.11,48.94,48.94,48.94,48.94,56.11,-
48.19,58.49,56.35,48.19,48.19,56.35,56.35,48.19,48.19,48.19,48.19,56.35,-
48.34,58.62,56.05,48.34,48.34,56.05,56.05,48.34,48.34,48.34,48.34,56.05,-
47.91,56.70,54.09,47.91,47.91,54.09,54.09,47.91,47.91,47.91,47.91,54.09,-
45.05,56.33,52.71,45.05,45.05,52.71,52.71,45.05,45.05,45.05,45.05,52.71,-
44.15,53.83,52.11,44.15,44.15,52.11,52.11,44.15,44.15,44.15,44.15,52.11,-
43.37,54.46,50.41,43.37,43.37,50.41,50.41,43.37,43.37,43.37,43.37,50.41,-
-,53.19,-,-,-,-,-,-,-,-,-,-,-
41.01,51.11,49.98,41.01,41.01,49.98,49.98,41.01,41.01,41.01,41.01,49.98,-
39.93,50.98,48.70,39.93,39.93,48.70,48.70,39.93,39.93,39.93,39.93,48.70,-
38.56,49.91,49.21,38.56,38.56,49.21,49.21,38.56,38.56,38.56,38.56,49.21,-
39.01,50.13,49.97,39.01,39.01,49.97,49.97,39.01,39.01,39.01,39.01,49.97,-
38.70,50.81,48.60,38.70,38.70,48.60,48.60,38.70,38.70,38.70,38.70,48.60,-
36.51,48.89,48.51,36.51,36.51,48.51,48.51,36.51,36.51,36.51,36.51,48.51,-
36.81,47.49,48.49,36.81,36.81,48.49,48.49,36.81,36.81,36.81,36.81,48.49,-
36.64,46.79,49.59,36.64,36.64,49.59,49.59,36.64,36.64,36.64,36.64,49.59,-
38.60,45.87,51.45,38.60,38.60,51.45,51.45,38.60,38.60,38.60,38.60,51.45,-
38.76,50.32,51.55,38.76,38.76,51.55,51.55,38.76,38.76,38.76,38.76,51.55,-
39.27,49.97,51.17,39.27,39.27,51.17,51.17,39.27,39.27,39.27,39.27,51.17,-
39.05,49.26,51.07,39.05,39.05,51.07,51.07,39.05,39.05,39.05,39.05,51.07,-
38.59,49.41,51.92,38.59,38.59,51.92,51.92,38.59,38.59,38.59,38.59,51.92,-
39.94,50.06,-,39.94,39.94,-,-,39.94,39.94,39.94,39.94,-,-
39.70,52.23,50.25,39.70,39.70,50.25,50.25,39.70,39.70,39.70,39.70,50.25,-
36.96,49.39,50.96,36.96,36.96,50.96,50.96,36.96,36.96,36.96,36.96,50.96,-
38.68,49.14,51.90,38.68,38.68,51.90,51.90,38.68,38.68,38.68,38.68,51.90,-
39.89,51.04,51.20,39.89,39.89,51.20,51.20,39.89,39.89,39.89,39.89,51.20,-
38.44,52.50,50.00,38.44,38.44,50.00,50.00,38.44,38.44,38.44,38.44,50.00,-
37.89,52.63,47.18,37.89,37.89,47.18,47.18,37.89,37.89,37.89,37.89,47.18,-
36.58,48.38,46.65,36.58,36.58,46.65,46.65,36.58,36.58,36.58,36.58,46.65,-
38.70,49.65,47.72,38.70,38.70,47.72,47.72,38.70,38.70,38.70,38.70,47.72,-
40.25,48.42,-,40.25,40.25,-,-,40.25,40.25,40.25,40.25,-,-
43.06,52.37,50.77,43.06,43.06,50.77,50.77,43.06,43.06,43.06,43.06,50.77,-
42.76,54.33,50.14,42.76,42.76,50.14,50.14,42.76,42.76,42.76,42.76,50.14,-
43.08,52.21,50.44,43.08,43.08,50.44,50.44,43.08,43.08,43.08,43.08,50.44,-
43.15,53.51,50.18,43.15,43.15,50.18,50.18,43.15,43.15,43.15,43.15,50.18,-
42.60,53.19,48.77,42.60,42.60,48.77,48.77,42.60,42.60,42.60,42.60,48.77,-
41.95,51.23,47.39,41.95,41.95,47.39,47.39,41.95,41.95,41.95,41.95,47.39,-
40.52,51.61,-,40.52,40.52,-,-,40.52,40.52,40.52,40.52,-,-
40.08,48.15,44.71,40.08,40.08,44.71,44.71,40.08,40.08,40.08,40.08,44.71,-
37.74,49.16,43.05,37.74,37.74,43.05,43.05,37.74,37.74,37.74,37.74,43.05,-
36.16,47.35,44.15,36.16,36.16,44.15,44.15,36.16,36.16,36.16,36.16,44.15,-
38.01,46.25,42.14,38.01,38.01,42.14,42.14,38.01,38.01,38.01,38.01,42.14,-
35.52,47.03,42.70,35.52,35.52,42.70,42.70,35.52,35.52,35.52,35.52,42.70,-
37.51,42.34,43.69,37.51,37.51,43.69,43.69,37.51,37.51,37.51,37.51,43.69,-
38.11,45.71,44.14,38.11,38.11,44.14,44.14,38.11,38.11,38.11,38.11,44.14,-
39.50,47.07,43.15,39.50,39.50,43.15,43.15,39.50,39.50,39.50,39.50,43.15,-
37.98,45.52,43.87,37.98,37.98,43.87,43.87,37.98,37.98,37.98,37.98,43.87,-
39.39,43.62,-,39.39,39.39,-,-,39.39,39.39,39.39,39.39,-,-
37.64,45.38,41.77,37.64,37.64,41.77,41.77,37.64,37.64,37.64,37.64,41.77,-
36.65,41.65,42.98,36.65,36.65,42.98,42.98,36.65,36.65,36.65,36.65,42.98,-
38.95,40.17,43.30,38.95,38.95,43.30,43.30,38.95,38.95,38.95,38.95,43.30,-
39.34,44.76,42.95,39.34,39.34,42.95,42.95,39.34,39.34,39.34,39.34,42.95,-
38.53,45.22,40.50,38.53,38.53,40.50,40.50,38.53,38.53,38.53,38.53,40.50,-
36.07,41.82,38.95,36.07,36.07,38.95,38.95,36.07,36.07,36.07,36.07,38.95,-
34.76,39.15,39.53,34.76,34.76,39.53,39.53,34.76,34.76,34.76,34.76,39.53,-
36.05,37.52,39.17,36.05,36.05,39.17,39.17,36.05,36.05,36.05,36.05,39.17,-
35.90,39.33,38.64,35.90,35.90,38.64,38.64,35.90,35.90,35.90,35.90,38.64,-
34.62,39.48,-,34.62,34.62,-,-,34.62,34.62,34.62,34.62,-,-
34.91,34.62,39.89,34.91,34.91,39.89,39.89,34.91,34.91,34.91,34.91,39.89,-
36.20,34.95,41.49,36.20,36.20,41.49,41.49,36.20,36.20,36.20,36.20,41.49,-
36.87,-,42.13,36.87,36.87,42.13,42.13,36.87,36.87,36.87,36.87,42.13,-
38.05,37.53,41.79,38.05,38.05,41.79,41.79,38.05,38.05,38.05,38.05,41.79,-
38.20,33.98,42.30,38.20,38.20,42.30,42.30,38.20,38.20,38.20,38.20,42.30,-
38.40,35.96,43.47,38.40,38.40,43.47,43.47,38.40,38.40,38.40,38.40,43.47,-
40.73,37.57,43.85,40.73,40.73,43.85,43.85,40.73,40.73,40.73,40.73,43.85,-
40.39,39.58,43.30,40.39,40.39,43.30,43.30,40.39,40.39,40.39,40.39,43.30,-
40.87,40.17,42.05,40.87,40.87,42.05,42.05,40.87,40.87,40.87,40.87,42.05,-
38.32,41.17,-,38.32,38.32,-,-,38.32,38.32,38.32,38.32,-,-
37.92,40.34,41.52,37.92,37.92,41.52,41.52,37.92,37.92,37.92,37.92,41.52,-
37.15,40.80,42.64,37.15,37.15,42.64,42.64,37.15,37.15,37.15,37.15,42.64,-
39.18,40.10,42.04,39.18,39.18,42.04,42.04,39.18,39.18,39.18,39.18,42.04,-
36.50,41.70,41.21,36.50,36.50,41.21,41.21,36.50,36.50,36.50,36.50,41.21,-
35.70,41.46,40.71,35.70,35.70,40.71,40.71,35.70,35.70,35.70,35.70,40.71,-
35.11,42.16,40.68,35.11,35.11,40.68,40.68,35.11,35.11,35.11,35.11,40.68,-
-,41.60,42.53,-,-,42.53,42.53,-,-,-,-,42.53,-
-,45.74,42.53,-,-,42.53,42.53,-,-,-,-,42.53,-
35.32,45.42,39.54,35.32,35.32,39.54,39.54,35.32,35.32,35.32,35.32,39.54,-
34.45,42.22,39.34,34.45,34.45,39.34,39.34,34.45,34.45,34.45,34.45,39.34,-
31.55,42.52,40.53,31.55,31.55,40.53,40.53,31.55,31.55,31.55,31.55,40.53,-
31.05,38.66,-,31.05,31.05,-,-,31.05,31.05,31.05,31.05,-,-
32.72,-,42.17,32.72,32.72,42.17,42.17,32.72,32.72,32.72,32.72,42.17,-
34.17,36.51,40.85,34.17,34.17,40.85,40.85,34.17,34.17,34.17,34.17,40.85,-
33.20,35.40,-,33.20,33.20,-,-,33.20,33.20,33.20,33.20,-,-
34.06,37.30,40.00,34.06,34.06,40.00,40.00,34.06,34.06,34.06,34.06,40.00,-
31.39,37.61,40.24,31.39,31.39,40.24,40.24,31.39,31.39,31.39,31.39,40.24,-
33.52,37.61,41.92,33.52,33.52,41.92,41.92,33.52,33.52,33.52,33.52,41.92,-
34.77,40.85,42.13,34.77,34.77,42.13,42.13,34.77,34.77,34.77,34.77,42.13,-
33.33,41.72,-,33.33,33.33,-,-,33.33,33.33,33.33,33.33,-,-
38.26,42.65,46.27,38.26,38.26,46.27,46.27,38.26,38.26,38.26,38.26,46.27,-
36.80,48.60,-,36.80,36.80,-,-,36.80,36.80,36.80,36.80,-,-
34.29,48.81,39.95,34.29,34.29,39.95,39.95,34.29,34.29,34.29,34.29,39.95,-
32.79,46.35,35.58,32.79,32.79,35.58,35.58,32.79,32.79,32.79,32.79,35.58,-
29.52,44.61,-,29.52,29.52,-,-,29.52,29.52,29.52,29.52,-,-
29.75,39.04,34.69,29.75,29.75,34.69,34.69,29.75,29.75,29.75,29.75,34.69,-
29.91,40.03,33.36,29.91,29.91,33.36,33.36,29.91,29.91,29.91,29.91,33.36,-
30.43,31.86,34.49,30.43,30.43,34.49,34.49,30.43,30.43,30.43,30.43,34.49,-
30.93,33.89,36.92,30.93,30.93,36.92,36.92,30.93,30.93,30.93,30.93,36.92,-
34.13,31.27,37.72,34.13,34.13,37.72,37.72,34.13,34.13,34.13,34.13,37.72,-
33.91,34.18,39.48,33.91,33.91,39.48,39.48,33.91,33.91,33.91,33.91,39.48,-
35.78,36.24,-,35.78,35.78,-,-,35.78,35.78,35.78,35.78,-,-
37.08,40.08,40.74,37.08,37.08,40.74,40.74,37.08,37.08,37.08,37.08,40.74,-
36.13,43.62,42.53,36.13,36.13,42.53,42.53,36.13,36.13,36.13,36.13,42.53,-
37.55,44.51,41.32,37.55,37.55,41.32,41.32,37.55,37.55,37.55,37.55,41.32,-
36.81,46.30,40.12,36.81,36.81,40.12,40.12,36.81,36.81,36.81,36.81,40.12,-
34.14,47.98,-,34.14,34.14,-,-,34.14,34.14,34.14,34.14,-,-
33.66,43.54,38.19,33.66,33.66,38.19,38.19,33.66,33.66,33.66,33.66,38.19,-
34.30,-,37.54,34.30,34.30,37.54,37.54,34.30,34.30,34.30,34.30,37.54,-
-,43.73,-,-,-,-,-,-,-,-,-,-,-
31.72,40.83,0.00,31.72,31.72,0.00,0.00,31.72,31.72,31.72,31.72,0.00,-
33.42,43.67,40.75,33.42,33.42,40.75,40.75,33.42,33.42,33.42,33.42,40.75,-
33.75,46.79,41.60,33.75,33.75,41.60,41.60,33.75,33.75,33.75,33.75,41.60,-
34.53,46.98,45.57,34.53,34.53,45.57,45.57,34.53,34.53,34.53,34.53,45.57,-
39.15,49.28,47.29,39.15,39.15,47.29,47.29,39.15,39.15,39.15,39.15,47.29,-
39.95,-,47.38,39.95,39.95,47.38,47.38,39.95,39.95,39.95,39.95,47.38,-
39.16,-,-,39.16,39.16,-,-,39.16,39.16,39.16,39.16,-,-
35.59,54.44,45.53,35.59,35.59,45.53,45.53,35.59,35.59,35.59,35.59,45.53,-
37.59,49.84,44.48,37.59,37.59,44.48,44.48,37.59,37.59,37.59,37.59,44.48,-
34.23,53.51,42.56,34.23,34.23,42.56,42.56,34.23,34.23,34.23,34.23,42.56,-
34.31,49.10,44.06,34.31,34.31,44.06,44.06,34.31,34.31,34.31,34.31,44.06,-
35.73,48.72,0.00,35.73,35.73,0.00,0.00,35.73,35.73,35.73,35.73,0.00,-
36.19,53.64,46.55,36.19,36.19,46.55,46.55,36.19,36.19,36.19,36.19,46.55,-
36.91,54.39,47.96,36.91,36.91,47.96,47.96,36.91,36.91,36.91,36.91,47.96,-
37.91,54.97,49.09,37.91,37.91,49.09,49.09,37.91,37.91,37.91,37.91,49.09,-
39.59,57.06,47.73,39.59,39.59,47.73,47.73,39.59,39.59,39.59,39.59,47.73,-
37.60,58.26,0.00,37.60,37.60,0.00,0.00,37.60,37.60,37.60,37.60,0.00,-
41.42,56.16,52.24,41.42,41.42,52.24,52.24,41.42,41.42,41.42,41.42,52.24,-
43.19,59.33,54.77,43.19,43.19,54.77,54.77,43.19,43.19,43.19,43.19,54.77,-
45.51,62.43,53.49,45.51,45.51,53.49,53.49,45.51,45.51,45.51,45.51,53.49,-
41.86,61.04,54.89,41.86,41.86,54.89,54.89,41.86,41.86,41.86,41.86,54.89,-
43.97,60.77,-,43.97,43.97,-,-,43.97,43.97,43.97,43.97,-,-
47.27,65.32,57.77,47.27,47.27,57.77,57.77,47.27,47.27,47.27,47.27,57.77,-
42.87,70.53,59.03,42.87,42.87,59.03,59.03,42.87,42.87,42.87,42.87,59.03,-
48.73,63.91,57.65,48.73,48.73,57.65,57.65,48.73,48.73,48.73,48.73,57.65,-
45.74,67.81,59.92,45.74,45.74,59.92,59.92,45.74,45.74,45.74,45.74,59.92,-
49.99,65.96,-,49.99,49.99,-,-,49.99,49.99,49.99,49.99,-,-
45.10,67.52,55.90,45.10,45.10,55.90,55.90,45.10,45.10,45.10,45.10,55.90,-
45.30,62.75,56.80,45.30,45.30,56.80,56.80,45.30,45.30,45.30,45.30,56.80,-
0.00,63.22,57.57,0.00,0.00,57.57,57.57,0.00,0.00,0.00,0.00,57.57,-
47.10,63.17,60.27,47.10,47.10,60.27,60.27,47.10,47.10,47.10,47.10,60.27,-
49.11,66.76,60.82,49.11,49.11,60.82,60.82,49.11,49.11,49.11,49.11,60.82,-
50.51,65.75,64.32,50.51,50.51,64.32,64.32,50.51,50.51,50.51,50.51,64.32,-
53.90,71.23,64.63,53.90,53.90,64.63,64.63,53.90,53.90,53.90,53.90,64.63,-
53.22,74.27,63.82,53.22,53.22,63.82,63.82,53.22,53.22,53.22,53.22,63.82,-
51.63,71.87,63.34,51.63,51.63,63.34,63.34,51.63,51.63,51.63,51.63,63.34,-
52.00,69.87,68.58,52.00,52.00,68.58,68.58,52.00,52.00,52.00,52.00,68.58,-
58.39,74.56,73.49,58.39,58.39,73.49,73.49,58.39,58.39,58.39,58.39,73.49,-
63.90,78.65,71.96,63.90,63.90,71.96,71.96,63.90,63.90,63.90,63.90,71.96,-
61.41,81.21,72.67,61.41,61.41,72.67,72.67,61.41,61.41,61.41,61.41,72.67,-
62.44,77.72,78.25,62.44,62.44,78.25,78.25,62.44,62.44,62.44,62.44,78.25,-
67.59,86.59,77.38,67.59,67.59,77.38,77.38,67.59,67.59,67.59,67.59,77.38,-
